0.09, -0.28, 0.70
65536
1.30735, -0.276803, -1.62853
0.0333873, -1.65819, -0.811243
-1.63182, -1.44212, -1.86096
0.942717, -0.103702, -1.07517
-1.77599, 1.01352, -0.940642
-1.74511, 0.939665, 1.25645
1.63707, -0.827357, 0.524003
-1.37608, -0.225654, -1.76366
-1.68078, -1.9635, 1.86779
-1.21714, 0.739219, 0.981536
-0.730064, 1.31028, 0.619343
-0.0376598, -0.558916, -1.47435
0.574419, -1.07492, 1.17038
0.181707, -1.0101, 1.786
1.49156, -1.17368, 1.27
1.18638, 1.92077, 1.59349
0.968841, 1.59789, -0.361888
-0.844691, 1.43028, 0.90585
-0.759728, 0.966277, -1.44115
0.592486, -1.31187, -0.0809961
-0.649007, 0.648396, 1.07504
-0.459914, 0.80636, 1.33409
1.84008, -1.14951, -0.151311
-0.0811182, -0.948698, 0.0140996
-1.12082, 0.521683, 0.386059
1.90051, 1.58751, 1.17759
-1.57128, 0.687582, -0.354808
0.255806, -0.0836818, 0.627155
0.907926, -1.64415, 0.553301
0.100528, -0.250435, 1.80322
-0.978729, 0.087466, 0.154729
-0.127628, 1.81054, 0.174505
0.193793, 1.86254, 0.494827
1.22752, 0.505692, -1.85229
1.07871, -0.147282, 1.41356
-0.669515, -0.962127, 1.77306
-0.701498, 1.62084, -0.318064
-0.758629, -1.14377, 0.567217
1.46092, -0.379711, -0.139592
1.26426, 1.84313, -1.7506
-0.939787, -0.838466, -0.612507
-1.27329, 1.83496, -0.400342
-0.362743, 1.73009, 0.231758
-1.80285, -1.54247, 1.50133
0.0109256, -1.78588, -1.55528
-0.87936, 1.32408, -0.982025
0.0299692, -0.305002, -0.349803
-0.225043, -1.09616, -1.416
-0.385205, 0.493851, -0.614093
-0.207831, 0.316111, 0.545732
-0.635334, -0.351634, 0.784753
0.785974, 0.432447, -1.09958
0.201117, 1.40184, -1.15842
0.34846, 1.49547, 1.61266
-1.09519, -0.858364, 0.955412
1.34593, 0.466872, -1.13425
0.46736, -0.984954, -1.92981
0.542436, 1.01462, 1.52403
-0.556719, 1.66979, -1.9414
0.622761, 0.930876, 0.424879
1.42845, -0.259346, -0.502152
-1.84228, 0.342235, 1.41942
-1.07346, -0.703085, 0.187933
-0.525224, 1.83459, 1.79614
-0.315012, -1.99207, 1.13852
1.24351, -0.945036, 1.39525
-1.4127, 1.76073, -0.174993
1.37718, -0.00799585, 0.81637
-1.11118, 1.37645, -1.22629
1.07749, 1.4503, 0.165838
1.45982, 0.425611, -0.524613
-0.986175, -1.25242, 1.26279
0.276559, -1.56981, -0.234687
-1.77026, -0.144963, 0.640095
1.15232, 1.46495, 1.62572
-0.0919828, 0.585162, -1.47374
-0.849696, 0.839808, -1.62633
0.103458, -0.49678, -1.21506
0.752892, 0.642659, 1.89489
-1.53404, 0.493973, -0.988739
0.177557, 0.960051, 0.462111
-1.67333, -0.139348, -0.844569
-0.256294, -1.92602, -1.7434
-0.188543, -0.0308237, 1.63732
-1.61327, 0.343822, -0.544145
0.371166, 1.26768, -1.53819
0.796594, 1.33494, -0.792566
-1.21787, -0.481643, -0.18305
-1.26634, -1.45592, -0.563799
-0.227607, -0.220283, 0.551836
-1.67248, -0.699545, -0.247017
-0.532792, 1.55211, 0.285348
1.11228, 1.58055, -0.758873
-0.673421, -0.923429, 0.181341
0.683798, -0.916959, 0.0928373
-1.34251, 1.5316, 1.15671
-0.313913, -0.555986, 1.44981
-0.360912, -1.6831, -1.05014
-0.161443, 0.448805, -0.127262
-1.41453, -0.750206, 1.58141
-0.584429, 0.0175176, 0.123112
-0.601032, 0.814539, -1.22581
0.468825, 0.0836818, -1.11631
0.328929, 0.119816, 1.38108
-1.34495, 0.783044, -0.820399
-0.244331, -1.59215, 0.277291
-1.70971, 0.0879543, 1.08127
-0.746055, -1.6538, -0.966521
0.694906, 1.69543, -0.723228
-0.827967, 0.401685, -0.535478
-0.473342, 1.07077, 0.799646
1.87182, -0.145695, -1.61412
-0.875332, 0.593219, 1.07675
-0.870937, 1.95325, -1.93408
-0.615558, -1.77746, 0.036195
1.48473, 0.852138, 0.468337
-0.108707, -1.47557, -1.23142
-0.943449, 0.778405, 0.916105
-0.587237, 0.737877, -0.318064
-0.00360118, -0.0995514, -1.21555
0.927213, 0.362011, -0.275094
0.866543, 1.05368, -0.251534
1.61974, 0.965423, 1.57128
1.26084, -0.63509, -1.54637
0.224189, -1.91858, 0.165105
1.46165, 1.3889, 0.779382
-0.778161, 1.65978, 0.227851
-0.654622, -1.87292, 1.57933
1.22752, -1.92041, 0.701254
1.59703, 1.74389, -0.544755
1.90185, -0.290963, 1.18064
-0.916471, -0.572466, -0.780602
-1.57506, -0.0935697, -0.357006
1.46666, -1.83337, -0.260933
-0.552202, -1.28538, 0.724937
0.290597, -0.283517, 0.333567
0.00714133, -0.214545, -0.0656148
-0.606647, 0.226875, 1.31138
1.65233, 0.797571, 0.00384533
-0.980804, -1.61168, -1.91955
-1.52843, -1.70043, -0.401807
-0.00653096, 0.0183721, 0.0598773
-1.65758, -1.99438, 0.28547
1.22935, -1.72716, -0.156438
-1.95105, 1.61486, 1.56456
0.194403, -0.391308, 1.23338
